product_id,name,category,subcategory,price,avg_rating,rating_count,description
3345,Home & Kitchen Product 3345,Home & Kitchen,Appliances,189.81,3.6,271,This is a Appliances product in the Home & Kitchen category.
3346,Home & Kitchen Product 3346,Home & Kitchen,Decor,147.54,4.3,235,This is a Decor product in the Home & Kitchen category.
3347,Home & Kitchen Product 3347,Home & Kitchen,Storage,238.33,4.2,100,This is a Storage product in the Home & Kitchen category.
3348,Home & Kitchen Product 3348,Home & Kitchen,Decor,49.3,4.1,310,This is a Decor product in the Home & Kitchen category.
3349,Home & Kitchen Product 3349,Home & Kitchen,Decor,33.94,5.0,317,This is a Decor product in the Home & Kitchen category.
3350,Home & Kitchen Product 3350,Home & Kitchen,Storage,78.91,4.2,1109,This is a Storage product in the Home & Kitchen category.
3351,Home & Kitchen Product 3351,Home & Kitchen,Appliances,41.69,4.9,256,This is a Appliances product in the Home & Kitchen category.
3352,Home & Kitchen Product 3352,Home & Kitchen,Appliances,175.18,4.3,47,This is a Appliances product in the Home & Kitchen category.
3353,Home & Kitchen Product 3353,Home & Kitchen,Kitchen,14.52,4.6,28,This is a Kitchen product in the Home & Kitchen category.
3354,Home & Kitchen Product 3354,Home & Kitchen,Appliances,53.02,4.4,86,This is a Appliances product in the Home & Kitchen category.
3355,Home & Kitchen Product 3355,Home & Kitchen,Decor,27.59,4.7,70,This is a Decor product in the Home & Kitchen category.
3356,Home & Kitchen Product 3356,Home & Kitchen,Decor,58.24,3.7,1139,This is a Decor product in the Home & Kitchen category.
3357,Home & Kitchen Product 3357,Home & Kitchen,Kitchen,44.72,3.6,232,This is a Kitchen product in the Home & Kitchen category.
3358,Home & Kitchen Product 3358,Home & Kitchen,Storage,19.04,4.5,102,This is a Storage product in the Home & Kitchen category.
3359,Home & Kitchen Product 3359,Home & Kitchen,Storage,13.37,5.0,317,This is a Storage product in the Home & Kitchen category.
3360,Home & Kitchen Product 3360,Home & Kitchen,Furniture,54.63,4.8,229,This is a Furniture product in the Home & Kitchen category.
3361,Home & Kitchen Product 3361,Home & Kitchen,Furniture,94.97,4.1,85,This is a Furniture product in the Home & Kitchen category.
3362,Home & Kitchen Product 3362,Home & Kitchen,Decor,16.01,4.5,70,This is a Decor product in the Home & Kitchen category.
3363,Home & Kitchen Product 3363,Home & Kitchen,Kitchen,63.92,4.3,89,This is a Kitchen product in the Home & Kitchen category.
3364,Home & Kitchen Product 3364,Home & Kitchen,Appliances,7.64,5.0,327,This is a Appliances product in the Home & Kitchen category.
3365,Home & Kitchen Product 3365,Home & Kitchen,Kitchen,84.25,4.5,313,This is a Kitchen product in the Home & Kitchen category.
3366,Home & Kitchen Product 3366,Home & Kitchen,Storage,120.0,4.5,42,This is a Storage product in the Home & Kitchen category.
3367,Home & Kitchen Product 3367,Home & Kitchen,Decor,97.69,4.5,36,This is a Decor product in the Home & Kitchen category.
3368,Home & Kitchen Product 3368,Home & Kitchen,Furniture,147.54,3.9,72,This is a Furniture product in the Home & Kitchen category.
3369,Home & Kitchen Product 3369,Home & Kitchen,Furniture,83.48,3.7,531,This is a Furniture product in the Home & Kitchen category.
3370,Home & Kitchen Product 3370,Home & Kitchen,Storage,72.52,4.0,100,This is a Storage product in the Home & Kitchen category.
3371,Home & Kitchen Product 3371,Home & Kitchen,Furniture,60.07,3.1,532,This is a Furniture product in the Home & Kitchen category.
3372,Home & Kitchen Product 3372,Home & Kitchen,Kitchen,83.73,4.0,98,This is a Kitchen product in the Home & Kitchen category.
3373,Home & Kitchen Product 3373,Home & Kitchen,Kitchen,127.46,4.5,44,This is a Kitchen product in the Home & Kitchen category.
3374,Home & Kitchen Product 3374,Home & Kitchen,Storage,32.62,4.8,76,This is a Storage product in the Home & Kitchen category.
3375,Home & Kitchen Product 3375,Home & Kitchen,Kitchen,82.95,4.1,113,This is a Kitchen product in the Home & Kitchen category.
3376,Home & Kitchen Product 3376,Home & Kitchen,Appliances,6.39,3.9,102,This is a Appliances product in the Home & Kitchen category.
3377,Home & Kitchen Product 3377,Home & Kitchen,Furniture,36.59,4.2,31,This is a Furniture product in the Home & Kitchen category.
3378,Home & Kitchen Product 3378,Home & Kitchen,Decor,22.45,4.3,395,This is a Decor product in the Home & Kitchen category.
3379,Home & Kitchen Product 3379,Home & Kitchen,Furniture,61.3,4.4,668,This is a Furniture product in the Home & Kitchen category.
3380,Home & Kitchen Product 3380,Home & Kitchen,Storage,41.97,4.6,319,This is a Storage product in the Home & Kitchen category.
3381,Home & Kitchen Product 3381,Home & Kitchen,Decor,30.67,2.9,1080,This is a Decor product in the Home & Kitchen category.
3382,Home & Kitchen Product 3382,Home & Kitchen,Appliances,74.84,4.5,134,This is a Appliances product in the Home & Kitchen category.
3383,Home & Kitchen Product 3383,Home & Kitchen,Decor,51.72,5.0,90,This is a Decor product in the Home & Kitchen category.
3384,Home & Kitchen Product 3384,Home & Kitchen,Furniture,56.89,3.7,619,This is a Furniture product in the Home & Kitchen category.
3385,Home & Kitchen Product 3385,Home & Kitchen,Appliances,32.9,4.7,769,This is a Appliances product in the Home & Kitchen category.
3386,Home & Kitchen Product 3386,Home & Kitchen,Storage,34.64,4.1,131,This is a Storage product in the Home & Kitchen category.
3387,Home & Kitchen Product 3387,Home & Kitchen,Kitchen,23.73,4.5,470,This is a Kitchen product in the Home & Kitchen category.
3388,Home & Kitchen Product 3388,Home & Kitchen,Decor,67.66,4.7,272,This is a Decor product in the Home & Kitchen category.
3389,Home & Kitchen Product 3389,Home & Kitchen,Appliances,35.54,3.8,96,This is a Appliances product in the Home & Kitchen category.
3390,Home & Kitchen Product 3390,Home & Kitchen,Decor,226.56,4.2,27,This is a Decor product in the Home & Kitchen category.
3391,Home & Kitchen Product 3391,Home & Kitchen,Decor,40.65,4.0,443,This is a Decor product in the Home & Kitchen category.
3392,Home & Kitchen Product 3392,Home & Kitchen,Storage,26.26,4.1,249,This is a Storage product in the Home & Kitchen category.
3393,Home & Kitchen Product 3393,Home & Kitchen,Furniture,23.68,3.8,12,This is a Furniture product in the Home & Kitchen category.
3394,Home & Kitchen Product 3394,Home & Kitchen,Kitchen,41.57,4.7,57,This is a Kitchen product in the Home & Kitchen category.
3395,Home & Kitchen Product 3395,Home & Kitchen,Kitchen,24.14,3.9,920,This is a Kitchen product in the Home & Kitchen category.
3396,Home & Kitchen Product 3396,Home & Kitchen,Furniture,40.49,5.0,94,This is a Furniture product in the Home & Kitchen category.
3397,Home & Kitchen Product 3397,Home & Kitchen,Furniture,37.77,3.6,287,This is a Furniture product in the Home & Kitchen category.
3398,Home & Kitchen Product 3398,Home & Kitchen,Furniture,39.2,4.0,91,This is a Furniture product in the Home & Kitchen category.
3399,Home & Kitchen Product 3399,Home & Kitchen,Kitchen,181.89,4.2,516,This is a Kitchen product in the Home & Kitchen category.
3400,Home & Kitchen Product 3400,Home & Kitchen,Storage,72.59,4.5,80,This is a Storage product in the Home & Kitchen category.
3401,Home & Kitchen Product 3401,Home & Kitchen,Storage,204.39,3.9,113,This is a Storage product in the Home & Kitchen category.
3402,Home & Kitchen Product 3402,Home & Kitchen,Kitchen,25.31,3.9,183,This is a Kitchen product in the Home & Kitchen category.
3403,Home & Kitchen Product 3403,Home & Kitchen,Kitchen,109.61,4.1,511,This is a Kitchen product in the Home & Kitchen category.
3404,Home & Kitchen Product 3404,Home & Kitchen,Furniture,209.72,4.3,115,This is a Furniture product in the Home & Kitchen category.
3405,Books Product 3405,Books,Comics,10.27,4.5,73,This is a Comics product in the Books category.
3406,Books Product 3406,Books,Fiction,10.97,4.0,450,This is a Fiction product in the Books category.
3407,Books Product 3407,Books,Textbooks,5.86,5.0,88,This is a Textbooks product in the Books category.
3408,Books Product 3408,Books,Textbooks,7.72,4.1,170,This is a Textbooks product in the Books category.
3409,Books Product 3409,Books,Non-Fiction,14.94,3.7,66,This is a Non-Fiction product in the Books category.
3410,Books Product 3410,Books,Children,3.82,4.3,230,This is a Children product in the Books category.
3411,Books Product 3411,Books,Textbooks,31.36,4.1,220,This is a Textbooks product in the Books category.
3412,Books Product 3412,Books,Children,32.48,3.7,197,This is a Children product in the Books category.
3413,Books Product 3413,Books,Textbooks,13.51,3.8,57,This is a Textbooks product in the Books category.
3414,Books Product 3414,Books,Children,15.04,4.3,53,This is a Children product in the Books category.
3415,Books Product 3415,Books,Non-Fiction,11.28,4.6,417,This is a Non-Fiction product in the Books category.
3416,Books Product 3416,Books,Comics,10.2,3.4,33,This is a Comics product in the Books category.
3417,Books Product 3417,Books,Non-Fiction,20.29,4.2,103,This is a Non-Fiction product in the Books category.
3418,Books Product 3418,Books,Children,11.69,4.1,69,This is a Children product in the Books category.
3419,Books Product 3419,Books,Children,27.99,3.5,78,This is a Children product in the Books category.
3420,Books Product 3420,Books,Children,8.42,3.6,63,This is a Children product in the Books category.
3421,Books Product 3421,Books,Fiction,7.6,3.9,1509,This is a Fiction product in the Books category.
3422,Books Product 3422,Books,Fiction,8.39,3.9,751,This is a Fiction product in the Books category.
3423,Books Product 3423,Books,Comics,9.73,4.1,459,This is a Comics product in the Books category.
3424,Books Product 3424,Books,Non-Fiction,34.64,4.9,74,This is a Non-Fiction product in the Books category.
3425,Books Product 3425,Books,Textbooks,9.32,4.1,56,This is a Textbooks product in the Books category.
3426,Books Product 3426,Books,Children,5.32,4.3,148,This is a Children product in the Books category.
3427,Books Product 3427,Books,Children,8.2,4.0,120,This is a Children product in the Books category.
3428,Books Product 3428,Books,Children,16.48,5.0,325,This is a Children product in the Books category.
3429,Books Product 3429,Books,Non-Fiction,11.43,2.8,102,This is a Non-Fiction product in the Books category.
3430,Books Product 3430,Books,Comics,14.57,4.3,45,This is a Comics product in the Books category.
3431,Books Product 3431,Books,Children,7.05,3.8,81,This is a Children product in the Books category.
3432,Books Product 3432,Books,Non-Fiction,10.16,4.3,181,This is a Non-Fiction product in the Books category.
3433,Books Product 3433,Books,Non-Fiction,14.46,4.6,78,This is a Non-Fiction product in the Books category.
3434,Books Product 3434,Books,Comics,32.17,4.6,74,This is a Comics product in the Books category.
3435,Books Product 3435,Books,Comics,12.24,4.4,123,This is a Comics product in the Books category.
3436,Books Product 3436,Books,Fiction,15.63,5.0,129,This is a Fiction product in the Books category.
3437,Books Product 3437,Books,Non-Fiction,12.24,4.3,469,This is a Non-Fiction product in the Books category.
3438,Books Product 3438,Books,Fiction,14.94,4.1,45,This is a Fiction product in the Books category.
3439,Books Product 3439,Books,Textbooks,18.41,3.4,461,This is a Textbooks product in the Books category.
3440,Books Product 3440,Books,Children,13.73,4.0,159,This is a Children product in the Books category.
3441,Books Product 3441,Books,Non-Fiction,23.4,3.9,1141,This is a Non-Fiction product in the Books category.
3442,Books Product 3442,Books,Comics,4.93,4.6,537,This is a Comics product in the Books category.
3443,Books Product 3443,Books,Children,13.15,4.4,52,This is a Children product in the Books category.
3444,Books Product 3444,Books,Textbooks,6.72,4.5,93,This is a Textbooks product in the Books category.
3445,Books Product 3445,Books,Children,4.11,4.0,369,This is a Children product in the Books category.
3446,Books Product 3446,Books,Comics,5.82,4.7,335,This is a Comics product in the Books category.
3447,Books Product 3447,Books,Comics,11.27,3.1,17,This is a Comics product in the Books category.
3448,Books Product 3448,Books,Non-Fiction,4.98,3.9,111,This is a Non-Fiction product in the Books category.
3449,Books Product 3449,Books,Non-Fiction,11.05,4.5,404,This is a Non-Fiction product in the Books category.
3450,Books Product 3450,Books,Non-Fiction,7.33,4.3,46,This is a Non-Fiction product in the Books category.
3451,Books Product 3451,Books,Fiction,7.55,5.0,161,This is a Fiction product in the Books category.
3452,Books Product 3452,Books,Children,8.46,4.7,170,This is a Children product in the Books category.
3453,Books Product 3453,Books,Children,8.02,5.0,41,This is a Children product in the Books category.
3454,Books Product 3454,Books,Children,9.14,4.3,78,This is a Children product in the Books category.
3455,Books Product 3455,Books,Children,13.57,3.9,259,This is a Children product in the Books category.
3456,Books Product 3456,Books,Comics,22.25,3.4,324,This is a Comics product in the Books category.
3457,Books Product 3457,Books,Fiction,4.72,3.7,148,This is a Fiction product in the Books category.
3458,Books Product 3458,Books,Comics,16.57,4.3,964,This is a Comics product in the Books category.
3459,Books Product 3459,Books,Children,14.27,4.9,30,This is a Children product in the Books category.
3460,Books Product 3460,Books,Fiction,13.26,4.8,183,This is a Fiction product in the Books category.
3461,Books Product 3461,Books,Non-Fiction,16.74,3.7,75,This is a Non-Fiction product in the Books category.
3462,Books Product 3462,Books,Textbooks,11.62,4.4,527,This is a Textbooks product in the Books category.
3463,Books Product 3463,Books,Comics,10.17,3.9,79,This is a Comics product in the Books category.
3464,Books Product 3464,Books,Textbooks,15.07,3.9,62,This is a Textbooks product in the Books category.
3465,Books Product 3465,Books,Non-Fiction,12.46,3.5,96,This is a Non-Fiction product in the Books category.
3466,Books Product 3466,Books,Textbooks,9.43,4.6,101,This is a Textbooks product in the Books category.
3467,Books Product 3467,Books,Comics,11.5,4.3,136,This is a Comics product in the Books category.
3468,Books Product 3468,Books,Fiction,11.29,4.9,371,This is a Fiction product in the Books category.
3469,Books Product 3469,Books,Fiction,10.42,4.2,184,This is a Fiction product in the Books category.
3470,Books Product 3470,Books,Textbooks,11.99,4.9,370,This is a Textbooks product in the Books category.
3471,Books Product 3471,Books,Textbooks,6.99,4.2,529,This is a Textbooks product in the Books category.
3472,Books Product 3472,Books,Textbooks,15.76,4.0,407,This is a Textbooks product in the Books category.
3473,Books Product 3473,Books,Comics,6.85,4.1,138,This is a Comics product in the Books category.
3474,Books Product 3474,Books,Comics,18.23,4.5,126,This is a Comics product in the Books category.
3475,Books Product 3475,Books,Non-Fiction,16.23,4.1,42,This is a Non-Fiction product in the Books category.
3476,Books Product 3476,Books,Children,4.15,4.0,315,This is a Children product in the Books category.
3477,Books Product 3477,Books,Textbooks,14.69,3.6,422,This is a Textbooks product in the Books category.
3478,Books Product 3478,Books,Children,13.58,4.4,82,This is a Children product in the Books category.
3479,Books Product 3479,Books,Non-Fiction,11.9,3.3,235,This is a Non-Fiction product in the Books category.
3480,Books Product 3480,Books,Comics,15.27,3.6,230,This is a Comics product in the Books category.
3481,Books Product 3481,Books,Children,8.39,4.7,44,This is a Children product in the Books category.
3482,Books Product 3482,Books,Comics,4.88,3.5,630,This is a Comics product in the Books category.
3483,Books Product 3483,Books,Textbooks,11.65,4.6,127,This is a Textbooks product in the Books category.
3484,Books Product 3484,Books,Fiction,17.91,4.4,122,This is a Fiction product in the Books category.
3485,Books Product 3485,Books,Comics,24.23,4.7,276,This is a Comics product in the Books category.
3486,Books Product 3486,Books,Fiction,12.52,5.0,89,This is a Fiction product in the Books category.
3487,Books Product 3487,Books,Non-Fiction,5.35,5.0,312,This is a Non-Fiction product in the Books category.
3488,Books Product 3488,Books,Comics,8.05,3.4,63,This is a Comics product in the Books category.
3489,Books Product 3489,Books,Textbooks,39.38,4.4,1333,This is a Textbooks product in the Books category.
3490,Books Product 3490,Books,Fiction,11.52,4.4,105,This is a Fiction product in the Books category.
3491,Books Product 3491,Books,Comics,5.65,4.4,420,This is a Comics product in the Books category.
3492,Books Product 3492,Books,Textbooks,8.46,4.3,34,This is a Textbooks product in the Books category.
3493,Books Product 3493,Books,Children,17.69,4.0,2367,This is a Children product in the Books category.
3494,Books Product 3494,Books,Non-Fiction,13.17,4.0,177,This is a Non-Fiction product in the Books category.
3495,Books Product 3495,Books,Comics,8.61,3.9,20,This is a Comics product in the Books category.
3496,Books Product 3496,Books,Comics,13.71,4.1,102,This is a Comics product in the Books category.
3497,Books Product 3497,Books,Non-Fiction,8.89,4.1,304,This is a Non-Fiction product in the Books category.
3498,Books Product 3498,Books,Comics,18.61,4.7,177,This is a Comics product in the Books category.
3499,Books Product 3499,Books,Fiction,20.55,4.8,63,This is a Fiction product in the Books category.
3500,Books Product 3500,Books,Non-Fiction,13.42,3.5,91,This is a Non-Fiction product in the Books category.
3501,Books Product 3501,Books,Fiction,12.18,3.7,61,This is a Fiction product in the Books category.
3502,Books Product 3502,Books,Non-Fiction,6.57,3.8,462,This is a Non-Fiction product in the Books category.
3503,Books Product 3503,Books,Comics,29.78,2.7,44,This is a Comics product in the Books category.
3504,Books Product 3504,Books,Non-Fiction,14.45,4.1,65,This is a Non-Fiction product in the Books category.
3505,Books Product 3505,Books,Comics,7.62,4.3,67,This is a Comics product in the Books category.
3506,Books Product 3506,Books,Comics,17.99,4.2,405,This is a Comics product in the Books category.
3507,Books Product 3507,Books,Fiction,13.98,4.6,41,This is a Fiction product in the Books category.
3508,Books Product 3508,Books,Children,31.17,4.6,70,This is a Children product in the Books category.
3509,Books Product 3509,Books,Comics,10.88,4.0,175,This is a Comics product in the Books category.
3510,Books Product 3510,Books,Textbooks,15.05,4.5,237,This is a Textbooks product in the Books category.
3511,Books Product 3511,Books,Non-Fiction,9.15,4.6,164,This is a Non-Fiction product in the Books category.
3512,Books Product 3512,Books,Children,26.79,4.1,89,This is a Children product in the Books category.
3513,Books Product 3513,Books,Textbooks,8.42,3.8,349,This is a Textbooks product in the Books category.
3514,Books Product 3514,Books,Comics,6.98,3.5,423,This is a Comics product in the Books category.
3515,Books Product 3515,Books,Children,7.13,3.9,119,This is a Children product in the Books category.
3516,Books Product 3516,Books,Comics,8.61,4.2,1367,This is a Comics product in the Books category.
3517,Books Product 3517,Books,Children,11.26,4.3,64,This is a Children product in the Books category.
3518,Books Product 3518,Books,Non-Fiction,16.34,5.0,284,This is a Non-Fiction product in the Books category.
3519,Books Product 3519,Books,Non-Fiction,8.54,4.1,24,This is a Non-Fiction product in the Books category.
3520,Books Product 3520,Books,Comics,16.42,4.8,142,This is a Comics product in the Books category.
3521,Books Product 3521,Books,Children,21.98,3.7,108,This is a Children product in the Books category.
3522,Books Product 3522,Books,Children,14.14,4.4,192,This is a Children product in the Books category.
3523,Books Product 3523,Books,Comics,13.62,4.8,77,This is a Comics product in the Books category.
3524,Books Product 3524,Books,Non-Fiction,10.1,4.3,85,This is a Non-Fiction product in the Books category.
3525,Books Product 3525,Books,Fiction,14.78,4.3,908,This is a Fiction product in the Books category.
3526,Books Product 3526,Books,Non-Fiction,14.2,4.7,219,This is a Non-Fiction product in the Books category.
3527,Books Product 3527,Books,Comics,9.69,4.3,706,This is a Comics product in the Books category.
3528,Books Product 3528,Books,Fiction,10.94,3.6,861,This is a Fiction product in the Books category.
3529,Books Product 3529,Books,Non-Fiction,10.24,3.4,198,This is a Non-Fiction product in the Books category.
3530,Books Product 3530,Books,Comics,17.65,4.4,368,This is a Comics product in the Books category.
3531,Books Product 3531,Books,Non-Fiction,21.16,4.3,122,This is a Non-Fiction product in the Books category.
3532,Books Product 3532,Books,Textbooks,14.33,4.4,287,This is a Textbooks product in the Books category.
3533,Books Product 3533,Books,Fiction,12.48,3.7,211,This is a Fiction product in the Books category.
3534,Books Product 3534,Books,Children,5.22,3.6,1947,This is a Children product in the Books category.
3535,Books Product 3535,Books,Non-Fiction,35.5,4.6,34,This is a Non-Fiction product in the Books category.
3536,Books Product 3536,Books,Fiction,25.09,3.9,225,This is a Fiction product in the Books category.
3537,Books Product 3537,Books,Textbooks,5.21,4.4,275,This is a Textbooks product in the Books category.
3538,Books Product 3538,Books,Fiction,16.18,4.4,171,This is a Fiction product in the Books category.
3539,Books Product 3539,Books,Comics,6.86,4.2,129,This is a Comics product in the Books category.
3540,Books Product 3540,Books,Non-Fiction,15.38,3.9,611,This is a Non-Fiction product in the Books category.
3541,Books Product 3541,Books,Fiction,8.56,4.3,580,This is a Fiction product in the Books category.
3542,Books Product 3542,Books,Fiction,6.65,4.9,307,This is a Fiction product in the Books category.
3543,Books Product 3543,Books,Textbooks,15.62,3.8,61,This is a Textbooks product in the Books category.
3544,Books Product 3544,Books,Fiction,7.79,3.8,44,This is a Fiction product in the Books category.
3545,Books Product 3545,Books,Non-Fiction,5.54,4.0,48,This is a Non-Fiction product in the Books category.
3546,Books Product 3546,Books,Textbooks,10.57,3.5,29,This is a Textbooks product in the Books category.
3547,Books Product 3547,Books,Children,32.1,3.6,123,This is a Children product in the Books category.
3548,Books Product 3548,Books,Comics,14.47,3.8,132,This is a Comics product in the Books category.
3549,Books Product 3549,Books,Children,13.38,3.7,78,This is a Children product in the Books category.
3550,Books Product 3550,Books,Non-Fiction,14.34,4.5,251,This is a Non-Fiction product in the Books category.
3551,Books Product 3551,Books,Non-Fiction,5.07,4.9,334,This is a Non-Fiction product in the Books category.
3552,Books Product 3552,Books,Non-Fiction,5.1,4.6,59,This is a Non-Fiction product in the Books category.
3553,Books Product 3553,Books,Fiction,6.81,5.0,61,This is a Fiction product in the Books category.
3554,Books Product 3554,Books,Fiction,18.01,4.6,44,This is a Fiction product in the Books category.
3555,Books Product 3555,Books,Non-Fiction,10.2,4.3,23,This is a Non-Fiction product in the Books category.
3556,Books Product 3556,Books,Textbooks,26.44,4.6,234,This is a Textbooks product in the Books category.
3557,Books Product 3557,Books,Textbooks,6.97,5.0,50,This is a Textbooks product in the Books category.
3558,Books Product 3558,Books,Fiction,9.0,4.0,29,This is a Fiction product in the Books category.
3559,Books Product 3559,Books,Children,12.25,4.0,126,This is a Children product in the Books category.
3560,Books Product 3560,Books,Fiction,9.55,3.9,41,This is a Fiction product in the Books category.
3561,Books Product 3561,Books,Children,18.85,4.2,295,This is a Children product in the Books category.
3562,Books Product 3562,Books,Comics,13.68,3.5,238,This is a Comics product in the Books category.
3563,Books Product 3563,Books,Textbooks,29.2,4.7,259,This is a Textbooks product in the Books category.
3564,Books Product 3564,Books,Fiction,16.16,4.3,394,This is a Fiction product in the Books category.
3565,Books Product 3565,Books,Fiction,9.31,4.7,20,This is a Fiction product in the Books category.
3566,Books Product 3566,Books,Children,16.36,4.5,333,This is a Children product in the Books category.
3567,Books Product 3567,Books,Textbooks,4.59,4.7,54,This is a Textbooks product in the Books category.
3568,Books Product 3568,Books,Non-Fiction,13.36,4.3,19,This is a Non-Fiction product in the Books category.
3569,Books Product 3569,Books,Textbooks,6.6,4.4,125,This is a Textbooks product in the Books category.
3570,Books Product 3570,Books,Comics,4.89,4.0,30,This is a Comics product in the Books category.
3571,Books Product 3571,Books,Fiction,12.52,4.8,250,This is a Fiction product in the Books category.
3572,Books Product 3572,Books,Non-Fiction,17.06,4.6,64,This is a Non-Fiction product in the Books category.
3573,Books Product 3573,Books,Fiction,6.3,3.9,40,This is a Fiction product in the Books category.
3574,Books Product 3574,Books,Textbooks,15.42,4.4,51,This is a Textbooks product in the Books category.
3575,Books Product 3575,Books,Textbooks,13.23,4.1,132,This is a Textbooks product in the Books category.
3576,Books Product 3576,Books,Non-Fiction,11.9,3.4,46,This is a Non-Fiction product in the Books category.
3577,Books Product 3577,Books,Textbooks,12.87,4.3,110,This is a Textbooks product in the Books category.
3578,Books Product 3578,Books,Textbooks,11.04,3.2,93,This is a Textbooks product in the Books category.
3579,Books Product 3579,Books,Textbooks,14.88,4.2,40,This is a Textbooks product in the Books category.
3580,Books Product 3580,Books,Fiction,16.01,5.0,96,This is a Fiction product in the Books category.
3581,Books Product 3581,Books,Children,14.7,4.4,229,This is a Children product in the Books category.
3582,Books Product 3582,Books,Children,11.43,4.2,129,This is a Children product in the Books category.
3583,Books Product 3583,Books,Fiction,12.7,4.4,39,This is a Fiction product in the Books category.
3584,Books Product 3584,Books,Fiction,22.71,4.8,363,This is a Fiction product in the Books category.
3585,Books Product 3585,Books,Non-Fiction,19.49,3.5,121,This is a Non-Fiction product in the Books category.
3586,Books Product 3586,Books,Comics,12.6,2.6,41,This is a Comics product in the Books category.
3587,Books Product 3587,Books,Non-Fiction,12.76,4.7,38,This is a Non-Fiction product in the Books category.
3588,Books Product 3588,Books,Textbooks,16.16,4.1,116,This is a Textbooks product in the Books category.
3589,Books Product 3589,Books,Textbooks,11.99,4.1,45,This is a Textbooks product in the Books category.
3590,Books Product 3590,Books,Textbooks,12.42,4.4,37,This is a Textbooks product in the Books category.
3591,Books Product 3591,Books,Fiction,8.67,3.6,45,This is a Fiction product in the Books category.
3592,Books Product 3592,Books,Comics,15.73,3.8,146,This is a Comics product in the Books category.
3593,Books Product 3593,Books,Textbooks,7.31,3.1,63,This is a Textbooks product in the Books category.
3594,Books Product 3594,Books,Children,11.62,4.4,182,This is a Children product in the Books category.
3595,Books Product 3595,Books,Non-Fiction,3.95,4.5,25,This is a Non-Fiction product in the Books category.
3596,Books Product 3596,Books,Comics,15.81,3.8,24,This is a Comics product in the Books category.
3597,Books Product 3597,Books,Non-Fiction,16.72,4.4,112,This is a Non-Fiction product in the Books category.
3598,Books Product 3598,Books,Non-Fiction,16.29,4.2,67,This is a Non-Fiction product in the Books category.
3599,Books Product 3599,Books,Fiction,16.0,4.2,68,This is a Fiction product in the Books category.
3600,Books Product 3600,Books,Textbooks,26.48,4.7,301,This is a Textbooks product in the Books category.
3601,Books Product 3601,Books,Textbooks,20.09,4.0,143,This is a Textbooks product in the Books category.
3602,Books Product 3602,Books,Non-Fiction,16.44,4.7,127,This is a Non-Fiction product in the Books category.
3603,Books Product 3603,Books,Non-Fiction,6.84,4.3,163,This is a Non-Fiction product in the Books category.
3604,Books Product 3604,Books,Non-Fiction,12.2,4.1,65,This is a Non-Fiction product in the Books category.
3605,Books Product 3605,Books,Textbooks,13.98,3.8,127,This is a Textbooks product in the Books category.
3606,Books Product 3606,Books,Fiction,7.27,5.0,109,This is a Fiction product in the Books category.
3607,Books Product 3607,Books,Textbooks,16.65,4.9,86,This is a Textbooks product in the Books category.
3608,Books Product 3608,Books,Non-Fiction,49.66,4.5,301,This is a Non-Fiction product in the Books category.
3609,Books Product 3609,Books,Fiction,17.06,4.8,133,This is a Fiction product in the Books category.
3610,Books Product 3610,Books,Non-Fiction,12.04,4.0,139,This is a Non-Fiction product in the Books category.
3611,Books Product 3611,Books,Textbooks,5.95,3.4,11,This is a Textbooks product in the Books category.
3612,Books Product 3612,Books,Children,16.11,3.8,15,This is a Children product in the Books category.
3613,Books Product 3613,Books,Textbooks,12.19,4.4,512,This is a Textbooks product in the Books category.
3614,Books Product 3614,Books,Non-Fiction,4.09,3.1,130,This is a Non-Fiction product in the Books category.
3615,Books Product 3615,Books,Comics,16.71,4.5,109,This is a Comics product in the Books category.
3616,Books Product 3616,Books,Comics,16.14,4.6,654,This is a Comics product in the Books category.
3617,Books Product 3617,Books,Comics,9.21,4.2,75,This is a Comics product in the Books category.
3618,Books Product 3618,Books,Textbooks,31.28,2.7,835,This is a Textbooks product in the Books category.
3619,Books Product 3619,Books,Comics,19.18,3.2,108,This is a Comics product in the Books category.
3620,Books Product 3620,Books,Children,15.45,4.9,32,This is a Children product in the Books category.
3621,Books Product 3621,Books,Comics,11.66,5.0,34,This is a Comics product in the Books category.
3622,Books Product 3622,Books,Non-Fiction,15.93,4.3,271,This is a Non-Fiction product in the Books category.
3623,Books Product 3623,Books,Comics,14.49,4.0,104,This is a Comics product in the Books category.
3624,Books Product 3624,Books,Fiction,8.47,4.4,75,This is a Fiction product in the Books category.
3625,Books Product 3625,Books,Children,14.81,4.4,175,This is a Children product in the Books category.
3626,Books Product 3626,Books,Fiction,6.81,4.2,157,This is a Fiction product in the Books category.
3627,Books Product 3627,Books,Non-Fiction,7.3,3.6,47,This is a Non-Fiction product in the Books category.
3628,Books Product 3628,Books,Textbooks,11.81,3.5,100,This is a Textbooks product in the Books category.
3629,Books Product 3629,Books,Children,5.65,4.3,64,This is a Children product in the Books category.
3630,Books Product 3630,Books,Fiction,17.29,4.6,100,This is a Fiction product in the Books category.
3631,Books Product 3631,Books,Comics,5.92,3.8,60,This is a Comics product in the Books category.
3632,Books Product 3632,Books,Fiction,8.62,4.2,67,This is a Fiction product in the Books category.
3633,Books Product 3633,Books,Children,13.69,4.3,32,This is a Children product in the Books category.
3634,Books Product 3634,Books,Comics,7.54,3.2,466,This is a Comics product in the Books category.
